Soil No;%;%;%;;;%;mm;;`%;g/cm3;g/cm3;cm/hr;cm3/cm3;cm3/cm3;cm3/cm3;cm3/cm3;cm3/cm3;%;mm;mm;dS/m;;%;%;Cmole/kg;;mm;;%;;;;mm/h;%;;Yes/no;Yes/no;
Code;Clay;Silt;Sand;Texture Class;TextureCode;Gravel;dg;Sg;OC;Db;Dp;Ksat;WC_s;WC_i;FC;PWP;WC_r;WAS;MWD;GMD;EC;pH;Gypsum;CCE;CEC;SAR;DiscRedius;Instrument;Vegetation cover;Landuse (reported by data owners);Landuse (classifed);Landuse_Code;Rainfal intensity;Slope;Treatment;Crust;Sand contact layer;
3734;49,000;21,000;30,000;CLAY;12;;0,016;20,111;1,737;;;;;;;;;;;;;6,150;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3735;49,000;21,000;30,000;CLAY;12;;0,016;20,111;1,737;;;;;;;;;;;;;6,150;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3736;49,000;21,000;30,000;CLAY;12;;0,016;20,111;1,737;;;;;;;;;;;;;6,150;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3737;48,000;21,000;31,000;CLAY;12;;0,017;20,422;1,289;;;;;;;;;;;;;6,100;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3738;48,000;21,000;31,000;CLAY;12;;0,017;20,422;1,289;;;;;;;;;;;;;6,100;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3739;48,000;21,000;31,000;CLAY;12;;0,017;20,422;1,289;;;;;;;;;;;;;6,100;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3740;49,500;21,500;29,000;CLAY;12;;0,015;19,655;1,711;;;;;;;;;;;;;6,000;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3741;49,500;21,500;29,000;CLAY;12;;0,015;19,655;1,711;;;;;;;;;;;;;6,000;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3742;49,500;21,500;29,000;CLAY;12;;0,015;19,655;1,711;;;;;;;;;;;;;6,000;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3743;56,000;18,000;26,000;CLAY;12;;0,011;19,095;1,490;;;;;;;;;;;;;6,250;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3744;56,000;18,000;26,000;CLAY;12;;0,011;19,095;1,490;;;;;;;;;;;;;6,250;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3745;56,000;18,000;26,000;CLAY;12;;0,011;19,095;1,490;;;;;;;;;;;;;6,250;;;;;200,000;1;;Agriculture;Agriculture;1;;;;;;
3746;30,600;43,200;26,200;CLAY LOAM;9;;0,025;13,527;3,860;0,966;;2,280;0,593;0,386;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3747;30,600;43,200;26,200;CLAY LOAM;9;;0,025;13,527;3,860;0,984;;0,954;0,553;0,472;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3748;33,100;46,000;20,900;CLAY LOAM;9;;0,019;12,155;3,050;1,158;;11,731;0,532;0,387;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3749;49,700;39,500;10,800;CLAY;12;;0,008;9,865;11,200;0,461;;33,438;0,512;0,394;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3750;49,700;39,500;10,800;CLAY;12;;0,008;9,865;11,200;0,756;;253,285;0,539;0,431;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3751;49,700;39,500;10,800;CLAY;12;;0,008;9,865;11,200;0,722;;660,849;0,520;0,438;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3752;45,200;46,400;8,400;SILTY CLAY;11;;0,008;8,495;4,630;0,860;;244,440;0,471;0,203;;;;;;;;;;;;;200,000;13;;Natural grassland;Grass;2;;;;;;
3753;44,900;46,200;8,900;SILTY CLAY;11;;0,008;8,695;4,910;0,687;;108,679;0,377;0,198;;;;;;;;;;;;;200,000;13;;Natural grassland;Grass;2;;;;;;
3754;44,900;46,200;8,900;SILTY CLAY;11;;0,008;8,695;4,910;0,780;;471,493;0,338;0,162;;;;;;;;;;;;;200,000;13;;Natural grassland;Grass;2;;;;;;
3755;55,800;40,500;3,700;SILTY CLAY;11;;0,005;6,657;8,680;0,720;;323,624;0,310;0,179;;;;;;;;;;;;;200,000;13;;Coniferous;Forest;4;;;;;;
3756;56,600;38,800;4,600;CLAY;12;;0,005;7,066;5,870;0,752;;3004,332;0,274;0,138;;;;;;;;;;;;;200,000;13;;Coniferous;Forest;4;;;;;;
3757;59,200;34,900;5,900;CLAY;12;;0,005;7,668;9,810;0,592;;2471,908;0,341;0,157;;;;;;;;;;;;;200,000;13;;Coniferous;Forest;4;;;;;;
3758;48,100;39,800;12,100;CLAY;12;;0,008;10,390;4,400;0,706;;327,720;0,263;0,158;;;;;;;;;;;;;200,000;13;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3759;50,900;39,700;9,400;CLAY;12;;0,007;9,249;4,490;0,667;;586,881;0,303;0,113;;;;;;;;;;;;;200,000;13;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3760;35,400;48,500;16,100;SILTY CLAY LOAM;10;;0,015;10,695;3,650;0,989;;503,384;0,393;0,086;;;;;;;;;;;;;200,000;13;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3761;30,300;49,000;20,700;CLAY LOAM;9;;0,021;11,487;5,200;0,877;;10,005;0,556;0,355;;;;;;;;;;;;;200,000;13;;Grassland grazed by sheeps;Grass;2;;;;;;
3762;30,300;49,000;20,700;CLAY LOAM;9;;0,021;11,487;5,200;0,617;;20,632;0,602;0,307;;;;;;;;;;;;;200,000;13;;Grassland grazed by sheeps;Grass;2;;;;;;
3763;28,400;45,900;25,700;CLAY LOAM;9;;0,026;12,761;4,250;0,779;;9,678;0,529;0,397;;;;;;;;;;;;;200,000;13;;Grassland grazed by sheeps;Grass;2;;;;;;
3764;46,600;37,900;15,500;CLAY;12;;0,010;11,914;7,300;0,820;;190,348;0,422;0,287;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3765;46,600;37,900;15,500;CLAY;12;;0,010;11,914;7,300;0,976;;776,501;0,437;0,200;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3766;45,600;40,900;13,500;SILTY CLAY;11;;0,010;10,849;5,190;0,864;;40,797;0,409;0,261;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3767;38,400;48,200;13,400;SILTY CLAY LOAM;10;;0,012;10,017;4,570;0,963;;2,559;0,549;0,358;;;;;;;;;;;;;200,000;13;;Grazed permanent pasture;Pasture;3;;;;;;
3768;34,200;46,100;19,700;SILTY CLAY LOAM;10;;0,018;11,911;4,770;1,202;;1,791;0,420;0,391;;;;;;;;;;;;;200,000;13;;Grazed permanent pasture;Pasture;3;;;;;;
3769;37,800;44,100;18,100;SILTY CLAY LOAM;10;;0,015;11,905;6,780;0,912;;9,311;0,525;0,359;;;;;;;;;;;;;200,000;13;;Grazed permanent pasture;Pasture;3;;;;;;
3770;25,400;44,000;30,600;LOAM;6;;0,035;13,411;0,881;1,381;;163,119;0,366;0,152;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3771;25,400;44,000;30,600;LOAM;6;;0,035;13,411;0,881;1,555;;135,923;0,418;0,181;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3772;56,200;37,700;6,100;CLAY;12;;0,005;7,777;4,940;0,743;;621,734;0,401;0,339;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3773;55,800;38,800;5,400;CLAY;12;;0,005;7,443;6,230;0,683;;338,353;0,355;0,332;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3774;55,800;38,800;5,400;CLAY;12;;0,005;7,443;6,230;0,665;;583,714;0,342;0,221;;;;;;;;;;;;;200,000;13;;Oak woods;Forest;4;;;;;;
3775;36,500;40,500;23,000;CLAY LOAM;9;;0,018;13,728;3,570;1,135;;91,694;0,368;0,255;;;;;;;;;;;;;200,000;13;;Natural grassland;Grass;2;;;;;;
3776;36,500;40,500;23,000;CLAY LOAM;9;;0,018;13,728;3,570;0,920;;28,219;0,428;0,258;;;;;;;;;;;;;200,000;13;;Natural grassland;Grass;2;;;;;;
3777;39,000;44,900;16,100;SILTY CLAY LOAM;10;;0,013;11,237;4,690;0,758;;71,538;0,492;0,261;;;;;;;;;;;;;200,000;13;;Natural grassland;Grass;2;;;;;;
3778;53,400;35,000;11,600;CLAY;12;;0,007;10,456;3,560;0,977;;57,153;0,414;0,345;;;;;;;;;;;;;200,000;13;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3779;54,000;36,100;9,900;CLAY;12;;0,006;9,612;3,790;0,880;;129,774;0,392;0,319;;;;;;;;;;;;;200,000;13;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3780;53,600;35,800;10,600;CLAY;12;;0,007;9,952;4,130;0,753;;295,111;0,350;0,308;;;;;;;;;;;;;200,000;13;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3781;51,000;37,300;11,700;CLAY;12;;0,008;10,383;3,370;1,095;;540,047;0,299;0,179;;;;;;;;;;;;;200,000;13;;Mowed ray grass grassland;Grass;2;;;;;;
3782;51,000;37,300;11,700;CLAY;12;;0,008;10,383;3,370;1,033;;330,784;0,296;0,174;;;;;;;;;;;;;200,000;13;;Mowed ray grass grassland;Grass;2;;;;;;
3783;51,000;37,300;11,700;CLAY;12;;0,008;10,383;3,370;1,101;;186,044;0,337;0,183;;;;;;;;;;;;;200,000;13;;Mowed ray grass grassland;Grass;2;;;;;;
3784;34,700;37,600;27,700;CLAY LOAM;9;;0,023;15,214;3,480;1,180;;121,961;0,323;0,162;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3785;40,400;38,500;21,100;CLAY;12;;0,015;13,684;3,540;1,046;;155,599;0,322;0,105;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3786;38,300;40,700;21,000;CLAY LOAM;9;;0,016;13,242;3,040;0,951;;107,692;0,354;0,129;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3787;45,400;43,500;11,100;SILTY CLAY;11;;0,009;9,716;2,230;1,190;;6,706;0,433;0,106;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3788;45,400;43,500;11,100;SILTY CLAY;11;;0,009;9,716;2,230;1,329;;5,390;0,328;0,097;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3789;45,400;43,500;11,100;SILTY CLAY;11;;0,009;9,716;2,230;1,169;;132,466;0,254;0,096;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3790;36,500;39,700;23,800;CLAY LOAM;9;;0,019;14,064;1,850;1,307;;45,066;0,440;0,204;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3791;36,500;39,700;23,800;CLAY LOAM;9;;0,019;14,064;1,850;1,474;;1,959;0,390;0,269;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3792;36,400;39,200;24,400;CLAY LOAM;9;;0,019;14,293;2,270;1,202;;8,393;0,507;0,204;;;;;;;;;;;;;200,000;13;;Vineyard;Vineyards;6;;;;;;
3793;29,000;40,200;30,800;CLAY LOAM;9;;0,031;14,638;2,670;1,369;;125,786;0,401;0,343;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3794;29,000;40,200;30,800;CLAY LOAM;9;;0,031;14,638;2,670;1,153;;48,313;0,323;0,249;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3795;29,000;40,200;30,800;CLAY LOAM;9;;0,031;14,638;2,670;1,222;;85,517;0,410;0,239;;;;;;;;;;;;;200,000;13;;Grassland (mowed alfafa);Grass;2;;;;;;
3796;30,600;43,200;26,200;CLAY LOAM;9;;0,025;13,527;3,860;1,142;;3,480;0,551;0,456;;;;;;;;;;;;;45,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3797;33,100;46,000;20,900;CLAY LOAM;9;;0,019;12,155;3,050;1,165;;3,191;0,501;0,353;;;;;;;;;;;;;45,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3798;33,100;46,000;20,900;CLAY LOAM;9;;0,019;12,155;3,050;1,142;;2,764;0,473;0,346;;;;;;;;;;;;;80,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3799;45,200;46,400;8,400;SILTY CLAY;11;;0,008;8,495;4,630;0,929;;3,385;0,346;0,220;;;;;;;;;;;;;45,000;7;;Natural grassland;Grass;2;;;;;;
3800;44,900;46,200;8,900;SILTY CLAY;11;;0,008;8,695;4,910;0,969;;3,207;0,434;0,278;;;;;;;;;;;;;45,000;7;;Natural grassland;Grass;2;;;;;;
3801;44,900;46,200;8,900;SILTY CLAY;11;;0,008;8,695;4,910;0,805;;6,156;0,361;0,231;;;;;;;;;;;;;80,000;7;;Natural grassland;Grass;2;;;;;;
3802;55,800;40,500;3,700;SILTY CLAY;11;;0,005;6,657;8,680;0,933;;0,094;0,232;0,218;;;;;;;;;;;;;45,000;7;;Coniferous;Forest;4;;;;;;
3803;56,600;38,800;4,600;CLAY;12;;0,005;7,066;5,870;0,889;;0,428;0,227;0,163;;;;;;;;;;;;;80,000;7;;Coniferous;Forest;4;;;;;;
3804;50,900;39,700;9,400;CLAY;12;;0,007;9,249;4,490;1,301;;1,916;0,306;0,221;;;;;;;;;;;;;45,000;7;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3805;35,400;48,500;16,100;SILTY CLAY LOAM;10;;0,015;10,695;3,650;1,071;;2,272;0,201;0,093;;;;;;;;;;;;;45,000;7;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3806;30,300;49,000;20,700;CLAY LOAM;9;;0,021;11,487;5,200;1,020;;9,741;0,648;0,355;;;;;;;;;;;;;45,000;7;;Grassland grazed by sheeps;Grass;2;;;;;;
3807;28,400;45,900;25,700;CLAY LOAM;9;;0,026;12,761;4,250;0,974;;4,704;0,625;0,496;;;;;;;;;;;;;45,000;7;;Grassland grazed by sheeps;Grass;2;;;;;;
3808;46,600;37,900;15,500;CLAY;12;;0,010;11,914;7,300;1,023;;0,744;0,450;0,358;;;;;;;;;;;;;45,000;7;;Oak woods;Forest;4;;;;;;
3809;46,600;37,900;15,500;CLAY;12;;0,010;11,914;7,300;0,897;;2,735;0,457;0,314;;;;;;;;;;;;;80,000;7;;Oak woods;Forest;4;;;;;;
3810;45,600;40,900;13,500;SILTY CLAY;11;;0,010;10,849;5,190;0,976;;0,530;0,437;0,295;;;;;;;;;;;;;45,000;7;;Oak woods;Forest;4;;;;;;
3811;38,400;48,200;13,400;SILTY CLAY LOAM;10;;0,012;10,017;4,570;1,116;;0,673;0,434;0,415;;;;;;;;;;;;;45,000;7;;Grazed permanent pasture;Pasture;3;;;;;;
3812;38,400;48,200;13,400;SILTY CLAY LOAM;10;;0,012;10,017;4,570;0,961;;3,815;0,426;0,357;;;;;;;;;;;;;45,000;7;;Grazed permanent pasture;Pasture;3;;;;;;
3813;25,400;44,000;30,600;LOAM;6;;0,035;13,411;0,881;1,488;;1,826;0,375;0,164;;;;;;;;;;;;;45,000;7;;Vineyard;Vineyards;6;;;;;;
3814;55,800;38,800;5,400;CLAY;12;;0,005;7,443;6,230;0,585;;1,117;0,569;0,267;;;;;;;;;;;;;45,000;7;;Oak woods;Forest;4;;;;;;
3815;55,800;38,800;5,400;CLAY;12;;0,005;7,443;6,230;0,876;;1,013;0,376;0,291;;;;;;;;;;;;;45,000;7;;Oak woods;Forest;4;;;;;;
3816;36,500;40,500;23,000;CLAY LOAM;9;;0,018;13,728;3,570;0,886;;2,450;0,347;0,255;;;;;;;;;;;;;45,000;7;;Natural grassland;Grass;2;;;;;;
3817;36,500;40,500;23,000;CLAY LOAM;9;;0,018;13,728;3,570;0,956;;1,391;0,322;0,255;;;;;;;;;;;;;45,000;7;;Natural grassland;Grass;2;;;;;;
3818;53,400;35,000;11,600;CLAY;12;;0,007;10,456;3,560;0,898;;0,607;0,342;0,317;;;;;;;;;;;;;45,000;7;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3819;53,600;35,800;10,600;CLAY;12;;0,007;9,952;4,130;0,859;;0,658;0,344;0,308;;;;;;;;;;;;;45,000;7;;Fallow land?ÿ: moor and herbaceous;Agriculture;1;;;;;;
3820;51,000;37,300;11,700;CLAY;12;;0,008;10,383;3,370;1,123;;1,111;0,375;0,183;;;;;;;;;;;;;45,000;7;;Mowed ray grass grassland;Grass;2;;;;;;
3821;51,000;37,300;11,700;CLAY;12;;0,008;10,383;3,370;1,183;;1,216;0,415;0,193;;;;;;;;;;;;;80,000;7;;Mowed ray grass grassland;Grass;2;;;;;;
3822;51,000;37,300;11,700;CLAY;12;;0,008;10,383;3,370;1,287;;0,941;0,279;0,213;;;;;;;;;;;;;45,000;7;;Mowed ray grass grassland;Grass;2;;;;;;
3823;34,700;37,600;27,700;CLAY LOAM;9;;0,023;15,214;3,480;1,379;;2,628;0,356;0,190;;;;;;;;;;;;;45,000;7;;Vineyard;Vineyards;6;;;;;;
3824;34,700;37,600;27,700;CLAY LOAM;9;;0,023;15,214;3,480;1,153;;2,616;0,308;0,159;;;;;;;;;;;;;80,000;7;;Vineyard;Vineyards;6;;;;;;
3825;40,400;38,500;21,100;CLAY;12;;0,015;13,684;3,540;1,295;;3,402;0,311;0,130;;;;;;;;;;;;;45,000;7;;Vineyard;Vineyards;6;;;;;;
3826;40,400;38,500;21,100;CLAY;12;;0,015;13,684;3,540;0,864;;1,848;0,217;0,086;;;;;;;;;;;;;80,000;7;;Vineyard;Vineyards;6;;;;;;
3827;45,400;43,500;11,100;SILTY CLAY;11;;0,009;9,716;2,230;1,435;;2,130;0,240;0,128;;;;;;;;;;;;;80,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3828;45,400;43,500;11,100;SILTY CLAY;11;;0,009;9,716;2,230;1,367;;2,232;0,278;0,122;;;;;;;;;;;;;45,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3829;45,400;43,500;11,100;SILTY CLAY;11;;0,009;9,716;2,230;1,259;;5,743;0,350;0,092;;;;;;;;;;;;;45,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3830;29,000;40,200;30,800;CLAY LOAM;9;;0,031;14,638;2,670;1,415;;0,377;0,368;0,355;;;;;;;;;;;;;45,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3831;45,400;43,500;11,100;SILTY CLAY;11;;0,009;9,716;2,230;1,291;;4,667;0,261;0,094;;;;;;;;;;;;;80,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3832;29,000;40,200;30,800;CLAY LOAM;9;;0,031;14,638;2,670;1,415;;137,370;0,368;0,355;;;;;;;;;;;;;45,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3833;29,000;40,200;30,800;CLAY LOAM;9;;0,031;14,638;2,670;1,337;;2,292;0,388;0,335;;;;;;;;;;;;;45,000;7;;Grassland (mowed alfafa);Grass;2;;;;;;
3834;42,313;48,767;8,920;SILTY CLAY;11;;0,009;8,523;0,715;1,300;;2,999;;0,073;;;;;;;;;;33,250;;;100,000;12;;Irrigatedfarm;Agriculture;1;;;;;;
3835;57,509;40,735;1,757;SILTY CLAY;11;;0,004;5,765;0,547;1,280;;1,279;;0,027;;;;;;;;;;2,250;;;100,000;12;;Pasture;Pasture;3;;;;;;
3836;38,097;53,347;8,556;SILTY CLAY LOAM;10;;0,010;8,031;0,530;1,170;;5,187;;0,050;;;;;;;;;;3,000;;;100,000;12;;Irrigatedfarm;Agriculture;1;;;;;;
3837;26,748;68,118;5,134;SILTY LOAM;7;;0,013;5,761;0,455;1,270;;23,181;;0,069;;;;;;;;;;11,250;;;100,000;12;;Pasture;Pasture;3;;;;;;
3838;52,575;41,435;5,990;SILTY CLAY;11;;0,006;7,690;1,801;1,220;;21,880;;0,028;;;;;;;;;;6,000;;;100,000;12;;Irrigatedfarm;Agriculture;1;;;;;;
3839;56,033;41,061;2,906;SILTY CLAY;11;;0,005;6,297;2,113;1,270;;2,593;;0,058;;;;;;;;;;2,750;;;100,000;12;;Pasture;Pasture;3;;;;;;
3840;24,822;72,588;2,590;SILTY LOAM;7;;0,013;4,823;0,623;1,180;;27,566;;0,029;;;;;;;;;;3,000;;;100,000;12;;Irrigatedfarm;Agriculture;1;;;;;;
3841;48,545;49,823;1,631;SILTY CLAY;11;;0,006;5,747;0,690;1,390;;0,210;;0,036;;;;;;;;;;2,500;;;100,000;12;;Pasture;Pasture;3;;;;;;
3842;39,902;41,827;18,271;SILTY CLAY LOAM;10;;0,014;12,322;0,581;1,210;;3,800;;0,049;;;;;;;;;;25,500;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3843;32,980;49,523;17,497;SILTY CLAY LOAM;10;;0,017;10,833;1,136;1,370;;14,483;;0,041;;;;;;;;;;3,000;;;100,000;12;;Pasture;Pasture;3;;;;;;
3844;46,246;44,506;9,248;SILTY CLAY;11;;0,008;8,935;0,614;1,233;;1,968;;0,059;;;;;;;;;;4,500;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3845;44,007;47,687;8,306;SILTY CLAY;11;;0,008;8,380;0,911;1,191;;9,709;;0,058;;;;;;;;;;31,500;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3846;42,876;47,331;9,794;SILTY CLAY;11;;0,009;8,939;0,436;1,247;;14,577;;0,046;;;;;;;;;;42,500;;;100,000;12;;Pasture;Pasture;3;;;;;;
3847;41,098;47,706;11,196;SILTY CLAY;11;;0,010;9,385;1,067;1,095;;9,461;;0,055;;;;;;;;;;1,000;;;100,000;12;;Pasture;Pasture;3;;;;;;
3848;40,284;44,794;14,922;SILTY CLAY;11;;0,012;10,902;0,685;1,332;;4,639;;0,060;;;;;;;;;;10,500;;;100,000;12;;Fallow;Agriculture;1;;;;;;
3849;43,916;53,389;2,695;SILTY CLAY;11;;0,007;6,070;1,095;1,291;;12,059;;0,060;;;;;;;;;;2,500;;;100,000;12;;Irrigatedfarm;Agriculture;1;;;;;;
3850;43,662;54,417;1,921;SILTY CLAY;11;;0,007;5,761;0,460;1,501;;3,906;;0,063;;;;;;;;;;2,000;;;100,000;12;;Pasture;Pasture;3;;;;;;
3851;41,827;55,182;2,992;SILTY CLAY;11;;0,007;6,107;0,579;1,414;;9,921;;0,049;;;;;;;;;;7,000;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3852;37,674;57,031;5,295;SILTY CLAY LOAM;10;;0,009;6,751;0,472;1,190;;6,426;;0,049;;;;;;;;;;10,000;;;100,000;12;;Pasture;Pasture;3;;;;;;
3853;31,041;56,056;12,902;SILTY CLAY LOAM;10;;0,015;8,838;1,431;1,269;;10,407;;0,032;;;;;;;;;;28,000;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3854;41,354;51,651;6,995;SILTY CLAY;11;;0,009;7,660;1,206;1,166;;10,928;;0,056;;;;;;;;;;16,500;;;100,000;12;;Pasture;Pasture;3;;;;;;
3855;46,194;51,792;2,014;SILTY CLAY;11;;0,006;5,862;0,454;1,101;;9,683;;0,057;;;;;;;;;;2,500;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3856;25,784;64,487;9,729;SILTY LOAM;7;;0,016;7,056;0,876;1,273;;3,383;;0,051;;;;;;;;;;35,500;;;100,000;12;;Pasture;Pasture;3;;;;;;
3857;20,046;77,475;2,479;SILTY LOAM;7;;0,015;4,328;0,632;1,141;;2,327;;0,058;;;;;;;;;;1,500;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3858;32,483;60,615;6,902;SILTY CLAY LOAM;10;;0,012;6,903;0,810;1,361;;8,154;;0,051;;;;;;;;;;7,500;;;100,000;12;;Pasture;Pasture;3;;;;;;
3859;42,256;51,069;6,676;SILTY CLAY;11;;0,008;7,587;0,952;1,168;;10,781;;0,045;;;;;;;;;;21,000;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3860;38,598;55,598;5,804;SILTY CLAY LOAM;10;;0,009;7,007;0,703;1,111;;6,079;;0,051;;;;;;;;;;7,500;;;100,000;12;;Pasture;Pasture;3;;;;;;
3861;24,911;72,605;2,484;SILTY LOAM;7;;0,013;4,800;0,650;1,201;;14,000;;0,055;;;;;;;;;;6,000;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3862;45,883;50,593;3,523;SILTY CLAY;11;;0,007;6,462;0,546;1,308;;7,237;;0,063;;;;;;;;;;3,500;;;100,000;12;;Dryland farming;Agriculture;1;;;;;;
3863;29,623;60,772;9,604;SILTY CLAY LOAM;10;;0,014;7,512;1,113;1,217;;6,007;;0,055;;;;;;;;;;17,000;;;100,000;12;;Pasture;Pasture;3;;;;;;
3864;19,230;32,257;48,513;LOAM;6;;0,083;14,782;0,309;1,540;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3865;25,573;27,377;47,050;SANDY CLAY LOAM;4;;0,064;17,723;0,313;1,480;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3866;19,423;22,727;57,850;SANDY LOAM;3;;0,116;15,875;0,218;1,440;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3867;17,977;59,967;22,057;SILTY LOAM;7;;0,033;9,016;0,203;1,360;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3868;21,530;23,490;54,980;SANDY CLAY LOAM;4;;0,097;16,827;0,246;1,500;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3869;22,737;57,007;20,257;SILTY LOAM;7;;0,026;9,670;0,273;1,320;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3870;24,943;60,190;14,867;SILTY LOAM;7;;0,020;8,508;0,238;1,300;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3871;31,227;54,787;13,987;SILTY CLAY LOAM;10;;0,016;9,251;0,348;1,320;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3872;27,367;51,467;21,167;CLAY LOAM;9;;0,023;11,000;0,325;1,310;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3873;22,560;39,723;37,717;LOAM;6;;0,050;14,263;0,290;1,380;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3874;22,750;23,880;53,370;SANDY CLAY LOAM;4;;0,088;17,318;0,290;1,480;;;;;;;;;;;;;;;;;;1;;Irrigated farm;Agriculture;1;;;;;;
3875;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;3;;Agriculture;Agriculture;1;200,000;;Ploughed;;;
3876;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;3;;Agriculture;Agriculture;1;200,000;;Ploughed;;;
3877;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;3;;Agriculture;Agriculture;1;200,000;;Ploughed;;;
3878;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;3;;Agriculture;Agriculture;1;200,000;;Ploughed;;;
3879;;;;;;; ; ;;;;;;;;;;;;;;;;;;;;3;;Agriculture;Agriculture;1;100,000;;Ploughed;;;
